name,twitter_handle,twitter_id
Reed College,Reed_College_,97304350
Colby-Sawyer College,colbysawyer,96986937
Central Christian,cccwichita,96840176
Warner University,WarnerU,96143717
BRCC,MyBRCC,96142625
NewSchool San Diego,NewSchoolArch,95969660
Hawaii CC,HawCC,95775723
Stevens,FollowStevens,95713803
KU Medical Center,KUMedCenter,95245399
Southwest University,SUVAedu,95240014
Maricopa CC District,mcccd,95227144
VFMAC,VFMAC,94592288
United States Univ.,USUniversity,94454689
Hannibal-LaGrange U,HLGuniversity,94346417
ASUMH,ASUMountainHome,94165275
Paradise Valley Community College,PVCC_Official,93748162
York College of PA,yorkcollegepa,93686275
Fuller Seminary,fullerseminary,92626936
CC of Aurora,CCAurora,92502604
Missouri Western,MissouriWestern,92430910
UMSL,umsl,92316446
UW-La Crosse,UWLaCrosse,92291602
Montgomery College,montcollegejobs,92066134
SD Community College,SDCCD,91567640
SUNY Canton,SUNYCantonNews,91348728
AlbanyMedicalCenter,AlbanyMed,90904573
Great Lakes C.C.,GLCCCrusaders,90795499
Housatonic,HCCBridgeport,90772899
Union County College,UCCweb,90714690
CornerstoneU,CornerstoneU,90454766
UNC Pembroke,uncpembroke,90442703
Fielding University,FieldingGradU,90441389
Purdue Polytechnic Institute—West Lafayette,TechPurdue,90423606
WSU Tri-Cities,WSUTriCities,89792361
LamarInstituteofTech,LITBMT,89775174
UW-Superior,uw_superior,89737115
BCF,baptistcollege,89119145
Albany Pharmacy,ACPHS518,88994215
Univ. of Michigan,UMich,88836132
Western Seminary,WesternSeminary,88801545
Emporia State,emporiastate,88770604
UAM Admissions,UAMAdmissions,88755249
Casper College,CasperCollege,88728106
Tennessee Wesleyan,TNWesleyan,88702432
UH Kapiolani,uhkapiolani,87786716
CSB/SJU,CSBSJU,87770695
Dillard University,du1869,87558494
SJCL,SJCL1969,87547092
SUNY Old Westbury,SUNYOldWestbury,87470943
Alabama A&M,aamuedu,87301529
Montana Tech,montana_tech,87288395
Univ. of St. Thomas,UofStThomasMN,87270609
MVCC Mohawk Valley,MVCC_UticaRome,87251660
Ohio State Newark,OhioStateNewark,87218752
West Liberty U,westlibertyu,87036994
Savannah State,savannahstate,87036966
EICC,tweet_eicc,87016942
Universidad del Este,univdeleste,86990326
Univ. Metropolitana,UMET_PR,86990245
Loyola New Orleans,Loyola_NOLA,86976054
Alcorn State,AlcornStateU,86958943
AmericanCollegeofEd,ACEedu,86520446
Ana G. Méndez,SUAGM,86363057
Notre Dame College,NotreDameOhio,86354816
MSJC,MSJCedu,85905306
Terra State,TerraCC,85879270
WA Campus Compact,WACampusCompact,85874073
Central Seminary,CBTSKansas,85635213
NSCC,northshore_cc,85603526
NIACC,myniacc,85462457
UTSA,UTSA,85362822
GordonStateCollege,GordonState,85334958
Ohio Wesleyan Univ.,OhioWesleyan,85301989
Briarcliffe College,BriarcliffeEdu,84594465
Highline College,highlinenews,84352455
UConn,UConn,84327770
BismarckStateCollege,Bismarck_State,84164789
U of Mary Washington,UMaryWash,84149116
Cuyamaca College,cuyamacacollege,84116088
IRSC - The River,IRSCTheRiver,84106556
New River CC,NRCCedu,83913129
Wheelock College,WheelockCollege,83896876
Cazenovia College,CazCollege,83887870
WSSU,WSSURAMS,83882523
Norfolk State,NSU_SA,83703717
UTMB Health,utmbhealth,83675581
Chamberlain,chamberlainedu,83036837
Monroe Comm College,MonroeCC,82972430
COTC,COTCedu,82900516
Clatsop CC,ClatsopCC,82709322
Triton College,tritoncollege,82688956
Niagara University,NiagaraUniv,82409562
Eastern Michigan,EasternMichU,82389179
Highland College,HighlandCollege,82382928
St. Lawrence University,StLawrenceU,82233331
Phillips Seminary,phillipstheosem,82139434
LindenwoodUniversity,LindenwoodU,82115899
Lord Fairfax CC,lfccedu,82114569
NDSCS,ndscswildcats,81913058
Moraine Park Tech,MoraineParkTech,81910008
SFBCollege,SFBCollege,81881505
ICSW,ICSW_Chicago,81740981
McKendree University,McKendreeU,81188850
Franklin Pierce,FPUniversity,81175040
Scripps College,scrippscollege,80940290
OhioValleyUniversity,OVUniversity,80570049
Heartland C.C.,Heartland_CC,80327786
Sonoma State,SSU_1961,80105473
York College CUNY,YorkCollegeCUNY,80084697
HCC Florida,HCCFL,79538332
MSU Northern,MSUNorthern,79300514
NorthCentralState,ncstatecollege,79263904
SVCC,saukvalleycc,79229398
Vincennes University,VincennesU,79018651
William Penn University,WilliamPennU,78950558
PasadenaCityCollege,PCCLancer,78736148
Richmont Grad U,richmontgradu,78684424
Covenant Seminary,CovSeminary,78648347
TAMIU,txamiu,78086826
NortheasternSeminary,NESeminary,78012899
Crossroads College,CrossrdsCollege,77368089
San Jacinto College,SanJacCollege,77036130
New Mexico Tech,newmexicotech,76842740
Siena Heights,sienaheights,76688718
AIU Online,AIUniv,76380201
University of Guam,UOGTriton,75906825
Alaska Pacific Univ.,AlaskaPacificU,75422386
SouthSeattleCollege,SouthSeattleCC,75317710
Westminster Seminary,wscal,75109635
Xavier University,XavierUniv,75098975
Ohio State Mansfield,osumansfield,75091537
Morgan State University,MorganStateU,75068011
OttawaU,OttawaU,74858412
Grace Bible College,gbcol,74826376
OU-Tulsa,OUTulsa,74825153
OSUIT,OSUIT,74349931
City Tech-CUNY,CityTechNews,74279050
Shawnee State,ShawneeState,74207566
SMU News,SMUNews,73504248
Raritan Valley CC,raritanvalleycc,73439831
Nyack College,NyackCollege,73394784
Vermont Tech,vttech,72907197
Salem College,SalemCollege,72864722
Claremont Theology,CST_News,72659768
ASU West campus,asuwestcampus,71647012
MSU Denver,msudenver,71592321
DePauw University,DePauwU,71563476
Alfred State,AlfredState,71535306
Essex County College,EssexCountyNwk,71366787
NOBTS Enlistment,OSEnews,71359975
Edward Waters Coll.,ewctigers,71327190
Covenant College,CovenantCollege,71323602
IN Wesleyan Univ.,IndWes,71285489
SUNY,SUNY,71048920
GraduateTheologicalU,tweetGTU,70810411
Marion Tech,MarionTech,70781797
LSC-Montgomery,LSC_Montgomery,70766699
McDaniel College,McDanielCollege,70711952
Oak Hills College,OakHillsCollege,70510922
ENMU,enmu,70481087
Louisiana Delta CC,LADeltaCC,70470380
MLC Athletics,mlcknights,70464929
Vassar College,Vassar,70447611
University of Dallas,UofDallas,70437571
LeechLkTribalCollege,LLTribalCollege,70433336
Mills College,MillsCollege,70010798
Vanguard University,VanguardU,69460350
IAIA,IAIASantaFe,69147678
National University,NatUniv,69127494
USAFA (Official),AF_Academy,69073724
Santa Clara Univ,SantaClaraUniv,69056707
Mid-Continent,MCUCOUGARS,68981588
Missouri Southern,mosolions,68779360
University of Pittsburgh,PittTweet,68503423
Catholic University,CatholicUniv,68475814
St. Andrews,SA_Knight,68419548
Welch College,WelchCollege,68060301
TAMU Corps of Cadets,AggieCorps,67735085
SFAI,SFAIofficial,67717762
Gallaudet University,GallaudetU,67713407
Dean College,DeanCollege,67636095
Husson University,HussonU,67618564
Fresno State,Fresno_State,67497155
CTU,ctuniversity,67383436
MSM,MSMEDU,67006855
NMU,NorthernMichU,66763397
MCC Kansas City,MCCKansasCity,66694769
GA Piedmont Tech Col,GoGPTC,66537746
Blinn College,BlinnCollege,66496383
CalArts,CalArts,66428805
Lone Star College,LSCnews,66386632
HSBC,hobesoundbible,65972099
CCA,CACollegeofArts,65778845
South Mountain CC,smcccougar,65731259
Ruth A Myers Library,RAMyersLibrary,65688062
Wabash College,WabashCollege,65686324
Manhattanville,Mville_College,65634425
UNC Greensboro,UNCG,65615119
Thomas More College,ThomasMoreNH,65567130
CGCC,ColumbiaGorgeCC,65479663
SJC,SJC_Pumas,65436175
Walters State,WaltersState,65422822
NOVA WD (AN Updates),NOVACEAnnandale,65422322
LB City College,LBCityCollege,65402279
Henderson CC,hendersoncc,65380177
SVA News,SVA_News,65141161
UIW,uiwcardinals,65135274
VCFA,VCFA,65104899
Thomas University,ThomasU1950,65059576
Texas State,txst,64826699
LaGrange  College,LaGrangeCollege,64711161
Brandman University,BrandmanU,64578209
Lyon College,LyonCollege,64502143
Frostburg State University,frostburgstate,64437124
Brooklyn College,BklynCollege411,64397992
Cal State East Bay,CalStateEastBay,64224026
SalemUTigers,SalemUTigers,64009275
McCormick Seminary,McCormickSem,63824357
JeffersonC&TCollege,JeffersonCTC,63521833
Mid-America Seminary,MABTS,63520163
Ilisagvik College,Ilisagvik,63298994
COD Newsroom,codnewsroom,63261960
PLU,PLUNEWS,63243011
Antioch Los Angeles,AntiochLA,63169939
Norwich University,norwichnews,63163393
Villanova University,VillanovaU,63143087
Fairleigh Dickinson University,FDUWhatsNew,62850528
Five Towns College,FiveTownsNY,62850178
Dona Ana CC,DonaAnaCC,62563514
NDNU,NDNU,62560952
William Woods Univ.,WilliamWoodsU,62559215
NazareneBibleCollege,NazBibleCollege,62547414
CTSFW,CTSFWedu,62542656
Lesley University,lesley_u,61787394
LIU Brentwood,LIUBrentwood,61784876
Thomas Edison State,tesu_edu,61543831
Mount Mary,MountMary,61292348
Gateway Tech College,gatewaytech,61277386
Jefferson College,JCHSRoanokeVA,61245187
UACC-Morrilton,UACCM,61234313
UNH Manchester,UNHManchester,61233791
DePaul Admission,DePaulAdmission,61002925
DMACC,DMACCNews,60931411
Hebrew Union College,HUCJIR,60704313
Parker University,ParkerUniv,60666023
Ursuline College,UrsulineCampus,60355706
Union College,UnionCollegeNY,59860452
TrinityBibleCollege,trinitybible,59828156
University of Southern Indiana,USIedu,59814607
HCC District,HCCDistrict,59769432
Bates Tech College,BatesTechnical,59584551
Kaplan University,Kaplan_Univ,59531850
Georgia College,GeorgiaCollege,59490579
Wartburg College,WartburgCollege,59484515
Sterling College,SterlingCLife,59241580
UniversityofArkansas,UArkansas,59213971
Fredonia,FredoniaU,59150787
Grace University,graceuniversity,58881324
UAPB News,uapbinfo,58833926
Mount Saint Vincent,MountStVincent,58801487
Shaw University,ShawUniversity,57826981
Augustana College,Augustana_IL,57465431
UMass,UMass,57431537
Univ. of Sioux Falls,USiouxFalls,57428975
Adelphi University,AdelphiU,57400495
Valley College,valleycollege,57396010
University of San Francisco,usfca,57185317
Medgar Evers College,NewsatMedgar,57124991
Hilbert College,HilbertCollege,57095964
LSU Alexandria,LSUAlexandria,57086506
CCBC,CCBCedu,57031500
Eureka College,EurekaCollege,56804789
Clear Creek,Clear_Creek,56775919
Lincoln Christian,LCU1944,56763758
Utica College,uticacollege,56720323
#SJUNOW,StJohnsNow,56586712
Western Int'l. Univ.,westedu,56529498
Delaware Tech Terry,dtccterry,56441263
USF - Fort Wayne,USFFW,56441201
NMMI,NMMI,56375310
TUSKEGEE UNIVERSITY,TuskegeeUniv,56280035
Rivier University,RivUniversity,55692863
PCA&D,pcad_edu,55640176
Cambridge College,CambridgeCollg,55636576
Salem State,SalemState,55636561
DCC | danville.edu,DCCPR,55560612
Trinity Christian College,TrinityTroll,55372463
Univ. of the Rockies,URockies,55358152
Ashford University,AshfordU,55356932
Phillips College,PCCUA,55331216
OUEasternCampus,OUEasternCampus,55295410
NJCommunityColleges,NJCommColleges,55286661
Paul Quinn College,PaulQuinnTigers,55278426
Nichols College,Nichols_College,55260663
Montserrat Gallery,montgallery,55249070
New College of FL,NewCollegeofFL,55026459
Clover Park Tech,CloverParkTech,55021855
Muskegon Community College,MuskegonCC,54990216
WAU News,WAUnews,54989496
Florida Tech,FloridaTech,54937697
VirginiaStateUniv,VSUTrojans,54908916
Mercy College Iowa,MercyCollege_IA,54695835
The Master's Seminary,MastersSeminary,54670452
Kennesaw State,kennesawstate,54637018
Washington College,washcoll,54622807
Manhattan S of Music,MSMnyc,54603635
Clarke University,ClarkeU,54599815
Pellissippi State,ps,54291567
Salisbury University,SalisburyU,54229500
Union Seminary,UnionSeminary,53441953
Military Schools,militaryschools,53137263
KCU,Kcumb,53110981
U. of Holy Cross,UofHC,52861634
Barton College,bartoncollege,52856662
Rancho Santiago CCD,RSCCD,52808826
Newberry College,NewberryCollege,52808311
Garrett Hinshaw,cvccled,52729453
SCU Health Sciences,SCUHS,52513810
North Carolina A&T,ncatsuaggies,52487302
Rappahannock CC,rappahannockcc,52438574
VHCC,VHCC,52317824
ChurchDivinitySchool,CDSPTweet,52224232
Santa Fe College,SantaFeCollege,52092937
St. Edward's University,stedwardsu,51265120
Marymount California,MarymountCU,51212820
Wentworth News,WITNews,51170186
Redlands CC,redlandscougars,51064874
Madison College,MadisonCollege,50915521
Northern NM College,NNMC,50787121
Stony Brook U.,stonybrooku,50762782
Vernon College,VernonCollege,50760347
Southern U. at N.O.,SUNOKnights,50752112
St. Bonaventure U,StBonaventure,50733898
FarmingdaleState,FarmingdaleSC,50675556
Delaware State Univ,DelStateUniv,50654477
Dominican University,DominicanU,50444870
UHartfordNews,UHartfordNews,50430107
Post University,PostUniversity,50401996
Seminary Southwest,mySSW,50396016
Maricopa News,MaricopaNews,50383471
UVU,UVU,50361365
Schreiner University,SchreinerU,50331201
Wesleyan College,WesleyanCollege,50328899
KCAI,KCArtInstitute,50306877
Washburn University,WashburnUniv,50213813
TXWoman's University,txwomans,50088445
IWP,theIWP,50075754
MiddlesexCommCollege,middlesex_cc,50004117
Quinebaug Valley CC,QVCC,49992459
Methodist University,KingMonarch,49961186
Marygrove College,MGCollege,49735510
Eastern Nazarene,EasternNazarene,49680995
Clackamas College,ClackCollege,49671052
RISD,risd,49659772
Georgian Court,Georgiancourt,49141047
CSUSB News,CSUSBNews,48852266
K-State,KState,48808600
John Jay College,JohnJayCollege,48783951
WV Wesleyan,WVWesleyan,48724267
Longy,LongyMusic,48722730
UMaine Admissions,GoUMaine,48707718
StPetersburgCollege,spcnews,48705953
SJRState,SJRState,48666578
UWG,UnivWestGa,48480225
Garrett-ETS,GarrettSeminary,48478305
UW-Eau Claire,UWEauClaire,48434251
Sheridan College,sheridancollege,48405258
Prairie View A&M,PVAMU,48378520
UPR Río Piedras,uprrp,48357126
College...Ouachitas,coto4me,48126806
LCAD,lcad,48080643
USD,uofsandiego,48073090
Cañada College,CanadaCollege,48004505
Point Loma Naz Univ,PLNU,48000835
SNC Tahoe,snclaketahoe,47782123
United Seminary,unitedtheologic,47768158
Edison State CC,EdisonOhio,47743651
Los Medanos College,losmedanos,47739775
Coppin State U,CoppinStateUniv,47711596
Montclair State U,montclairstateu,47703620
SUNY Upstate Medical,UpstateNews,47676683
Rock Valley College,rvcgoldeneagles,47659177
Golden West College,gwchb,47656565
MountAloysiusCollege,mountaloysius,47653426
Eastfield College,EastfieldDCCCD,47650993
Mountain View College,MVConline,47613516
Cedar Valley College,CVCOnline,47613010
El Centro College,ECCOnline,47612569
LA Valley College,LAValleyCollege,47482115
Manhattan Christian,MCCAdmissions,47441635
UCumberlands,UCumberlands,47392442
Chandler-Gilbert CC,chandlergilbert,47390941
Huntington Univ,HuntingtonU,47369118
PSU Brandywine,PSUBrandywine,47322786
Denver Seminary,denverseminary,47225314
Valencia Foundation,valenciagiving,47220692
Skidmore College,SkidmoreCollege,46751066
Winona State U,winonastateu,46741592
Loyola University MD,LoyolaMaryland,46684174
RMCAD®,RMCAD,46573982
Life Pacific College,LifePacific,46522809
Weber State Univ.,WeberStateU,46511459
Lees-McRae College,LeesMcRae,46492052
Northeastern U.,Northeastern,46477409
Judson University,JudsonU,46476700
Delta College,DeltaCollege,46419102
UMaine Farmington,UMFinthenews,46417359
Foothill College,Foothillnews,46229272
Western Oregon Univ.,WOUnews,46224022
UWest,u_west,46203048
Spring Arbor Univ.,springarboru,46195072
Waldorf University,Waldorf_U,46194917
Tennessee State Univ,TSUedu,46181435
OSU-CHS,OSUCHS,46129699
Hinds Comm. College,HindsCC,45903028
Valencia College,valenciacollege,45897573
Campbellsville Uni.,CampbellsvilleU,45852643
Montgomery CC,MontgomeryCC,45852111
GMC Columbus,GMCColumbus,45845647
National ParkCollege,NationalParkC,45841156
IU Kokomo,IUKokomo,45835893
North Orange CCCD,nocccd,45658751
Milligan College,MilliganCollege,45642099
Keller Graduate,KellerGraduate,45635626
School of the Arts,UNCSchoolofArts,45620076
SCSU (Southern),SCSU,45619885
Maryville College,MaryvilleC,45576916
Northwest Nazarene,nwnazarene,45021105
UBridgeport,UBridgeport,44971573
Agnes Scott College,agnesscott,44964131
Young Harris College,YH_College,44937938
Weatherford College,WfordCollege,44922560
Mercer University,MercerYou,44916082
U.S. Sports Academy,USSportsAcademy,44912796
WNCC,WNCC,44910651
Virginia Western,VirginiaWestern,44907596
Cleveland State,clevelandstate,44893525
TXChiroCollege,TXChiroCollege,44888716
UofMemphis,uofmemphis,44636875
San Diego Christian,SDChristian,44473539
Andrews University,AndrewsUniv,44467408
Wilson Comm College,wccwilsonnc,44410234
Lewis University,LewisUniversity,44370198
COA,COA_Dolphins,44358005
LowerColumbiaCollege,LowerCC,44232147
The Chicago School,GradPsychology,44219679
Ripon College,riponcollege,44200768
NTC,NTCNews,44170925
FLORIDA,UF,44168607
LSU,lsu,44156044
MGCCC Bulldogs,MGCCCBulldogs,44151524
Army War College,ArmyWarCollege,44104395
Gardner-Webb,TheGardnerWebb,43968846
TAMU-Corpus Christi,IslandCampus,43362650
Wilmington College (OH),WilmingtonColl,43191511
DeVry University,devryuniv,43149222
Boston Conservatory at Berklee,BosConservatory,43120631
Occidental College,Occidental,42999204
Western Tech College,WesternTC,42953875
CBU,calbaptist,42941238
Mount Vernon Nazarene University,MVNUNews,42909356
Wellesley College,Wellesley,42889581
Miami University,miamiuniversity,42790918
McMurry University,mcmuniv,42668873
Kean University,KeanUniversity,42666033
Owens CC,OwensCC,42646239
OCAC |  PDX,OCAC_edu,42446317
Prensa RUM,PrensaRUM,41890612
Illinois State,IllinoisStateU,41873654
Queensborough | CUNY,QCC_CUNY,41869067
BHU,BeulahHeights,41864843
Bethune-Cookman,bethunecookman,41807824
NW Ark Comm College,NWACC,41796216
University of St. Francis,UofStFrancis,41715184
Maryland Institute College of Art,mica,41643124
Harrington College,hcdinfo,41607975
DACC,DanvilleAreaCC,41606026
Villa Maria College,VillaMariaClg,41600110
Santa Monica College,SMC_edu,41474889
Warner Pacific,WarnerPacific,41419563
St. Kate's,StKate,41409629
South Dakota State,SDState,41388504
Dakota College,DakotaCollege,41371943
York Tech,yorktech,41354358
MSU,michiganstateu,41346792
MO Valley College,missourivalley,41254960
Palo Alto College,PACPR,41224294
Mars Hill University,MarsHillU,41203202
SMCC,SMCCMaine,41186600
Western Michigan U,WesternMichU,41123435
Penn State Greater Allegheny,PennStateGA,41109211
PCC,piedmontcc,41106932
Dordt College,dordtcollege,40960867
University of Oregon,uoregon,40940457
Academy of Art Univ.,academy_of_art,40358092
Louisville Seminary,lptsNOW,40336947
Normandale CECT,NormandaleCECT,40320023
Inver Hills CC,InverHillsCC,40280588
Marymount Manhattan,NYCMarymount,40271640
UNLV,unlv,40268530
Blackhawk Tech,blackhawk_tech,40265917
Seattle Pacific Univ,SeattlePacific,40121967
WV State University,WVStateU,40079426
Fayetteville State,uncfsu,40073871
Truett McConnell,TruettMcConnell,40045049
OU Zanesville,ouzanesville,40035299
Logan University,LoganUniversity,39899880
USF Sarasota-Manatee,USFSM,39825849
NWF State College,nwfstatecollege,39825185
South Piedmont CC,SouthPiedmontCC,39808796
Southwestern Online,SCHigherEd,39782891
Bloomfield College,bloomfieldedu,39776883
GCC,gccaz,39768170
Zaytuna College,zaytunacollege,39661402
Woodbury University,WoodburyU,39620359
HCC Central,HCCcentral,39603037
LaGuardia CC,LaGuardiaCC,39598688
Palm Beach State,PBStateCollege,39592258
Harvard University,Harvard,39585367
FIU,FIU,39583267
Illinois Wesleyan,IL_Wesleyan,39579772
BCCC,beaufortccc,39572133
University of Louisville,uofl,39566272
Northwest University,northwestu,39557235
UMBC,UMBC,39542611
Xavier Univ. of LA,XULA1925,39527884
Lincoln Land College,LincolnLand,39395820
USF,USouthFlorida,39306293
UW System,UWSystem,39261830
Detroit Mercy,UDMDetroit,39258348
Columbia Seminary,CTSeminary,38713740
PennHighlands,PennHighlands,38698501
Northern State U.,NorthernStateU,38534312
Alvin College,accnews,38525999
SB City College,SantaBarbaraCC,38524752
La Sierra University,lasierranews,38508852
MCPHS - Worcester,MCPHSWorcester,38485553
Columbia State,columbiastate,38461462
Lewis and Clark,lewisandclarkcc,38459112
Wade College,WadeCollege,38452249
Frontier University,FrontierNursing,38376214
Antioch New England,AntiochNewEng,38344892
Univ of the South,univofthesouth,38278974
ASU Polytechnic,asupoly,38274430
Wiley College,WileyCollege,38239426
Univ. of Evansville,UEvansville,38216129
Rockhurst University,RockhurstU,38174171
Spring Hill College,sprhill,38023077
Centenary University,Centenary_NJ,37941302
New England College,NewEngCollege,37923914
#MSMUnstoppable,MSMU_LA,37791070
Mayland CC,maylandcc,37742731
Clarks Summit U,ClarksSummitU,37731773
Union Inst. & Univ.,myunionedu,37724635
Columbia College,ColumbiaColg,37716855
Florida Southern,FLSouthern,37688922
Gateway Seminary,GatewaySeminary,37599681
Univ of Indianapolis,uindy,37410550
Diablo Valley Coll.,DVC_updates,37254407
Lincoln University,LUBlueTigers,37251041
Master's University,mastersuniv,37122330
Durham Tech,durhamtech,37061935
Misericordia U,MisericordiaU,37047831
Benedictine Univ.,BenU1887,37044675
UT Dallas,UT_Dallas,36989808
Campbell University,campbelledu,36977227
Crowder College,CrowderCollege,36939907
Wesley Seminary,WesleyTheoSem,36929380
Northwest State,NorthwestState,36790429
TTUHSC,TTUHSC,36742477
LakeSuperiorCollege,LSC_Duluth,36739488
Stanislaus State,stan_state,36724246
Lee College,leecollege,36695401
Fullerton College,FullColl,36691860
Bethany Lutheran,BethanyLutheran,36678203
Georgetown McDonough,msbgu,36672696
Georgia Gwinnett,GeorgiaGwinnett,36671384
Central AZ College,CACadmissions,36550498
SUSLA,SUShreveport,36517952
Drew University,DrewUniversity,36508339
Forsyth Tech,ForsythTechCC,36452990
Central Baptist,CentBaptCollege,36451353
Temple University,TempleUniv,36445142
SFCC,SFCCNM,36431627
Roberts Wesleyan,RobertsWesleyan,36425430
Jackson State U.,JacksonStateU,36395518
CCCC,iamcccc,36380965
Hope International,HIUnow,36225822
Barnard College,BarnardCollege,36196223
OBU,Ouachita,36138921
Rush University Medical Center,RushMedical,36131454
CollegeOfTheMainland,COMDucks,36073825
Florida College,floridacollege,36071844
Ball State,BallState,36052628
Baptist Bible College Springfield, MO.,BBCandTS,35897127
PFIC News,pficnews,35858265
University of Mary,umary,35824238
ClevelandCommCollege,ClevelandCC,35805866
UniversitySystemofGA,BORUSG,35804232
U of North Dakota,UofNorthDakota,35790375
Judson College,JudsonCollege,35771406
Houghton College,HoughtonCollege,35768047
LSCS Recruiting,LSCSRecruiting,35745690
Isothermal Comm Coll,isothermal_edu,35728673
Mass. School of Law,MSLandover,35268129
Dominican University,DominicanCANews,35143051
Lane CC,LaneTitans,35014821
Ohio State Lima,OhioStateLima,35013199
Nashville State CC,NashvilleState,34989485
Saint Mary,USMSpireWire,34970223
Iona College,ionacollege,34956641
NYCC,NYChiroCollege,34945774
Glendale College CA,GCCPIO,34858076
KeiserUniversity,KeiserU,34761436
Teachers College, CU,TeachersCollege,34755840
University of Northern Iowa,northerniowa,34744859
Bemidji State Univ.,BemidjiState,34736976
Coastline College,CoastlineInOC,34727375
Chaffey College,chaffeycollege,34700266
Catawba Valley CC,CatawbaValleyCC,34688791
Wake Forest University,WakeForest,34685994
Lynn University,LynnUniversity,34674857
CommunityCollegeofVT,CCV_VT,34665127
Reading Area CC,RACC_edu,34645820
Kendall College,KendallCollege,34638308
NHW,nhweber,34635167
Franciscan U,FranciscanU,34617916
UCB,ucbpr,34557951
Northcentral U,NorthcentralU,34546770
Park University,ParkUniversity,34517641
Univ. of Mount Union,mountunion,34413435
Claremont McKenna,CMCnews,34398872
Loma Linda U. Health,LLUHealth,34391787
Westminster College,WestminsterMO,34390143
Saint Joseph's,saintjosephs,34362629
MCC,mccneb,34360132
University of Kentucky,universityofky,34323121
USTHouston,stthomashouston,34313926
NEC,necmusic,34291542
MassArt,MassArt,34134307
Iowa Lakes,IowaLakes,33957357
Wingate University,WingateUniv,33949036
Texas Southern University,TexasSouthern,33947760
Doane University,DoaneUniversity,33944594
Rhodes College,RhodesCollege,33943616
SUNY Cortland,suny_cortland,33936517
RCC,SUNYRockland,33919677
OUHSC,OUHSC,33916471
South College,SouthCollege,33891433
El Camino College,elcaminocollege,33648352
Northwestern,NorthwesternU,33639255
SouthwesternCC,southwesterncc,33602004
Connecticut College,ConnCollege,33588988
St. Charles CC,SCC_StCharlesCC,33572764
Trinity College,trinitycollege,33571177
Del Mar College,DelMarCollege,33538041
AlamanceCC,AlamanceCC,33487797
Midwestern Seminary,MBTS,33021930
Grindle Honors,HonorsInstitute,33014206
MACU,MACUniversity,32953604
St. Clair County CC,followSC4,32813568
Carleton College,CarletonCollege,32543687
Auburn Montgomery,aumontgomery,32534958
Cranbrook Art,cranbrookart,32474949
New Saint Andrews,NewSaintAndrews,32474813
Anoka-Ramsey College,AnokaRamseyCC,32465689
Naropa University,NaropaU,32455614
American University,AmericanU,32433037
North Central U,NorthCentral_MN,32424224
Randolph Macon,RandolphMacon,32141328
Messiah College,messiahcollege,32126373
Keuka College,KeukaCollege,32107209
Roosevelt University,RooseveltU,32036738
OralRobertsU,OralRobertsU,31993555
SUNY Plattsburgh,SUNYPlattsburgh,31975350
University of Kansas,KUnews,31947242
Southeastern_CC,Southeastern_CC,31850115
LSSU,LifeatLSSU,31780753
Cooper Union,cooperunion,31585636
Simon's Rock,SimonsRock,31477761
Bethany College KS,bethanynews,31476969
Georgia Bulldogs,UGAAthletics,31191508
Saint Peter's Univ.,saintpetersuniv,31169220
Clearwater Christian,clearwatercc,31164781
SEBTS,SEBTS,31158723
Rogue CC,RogueCC,31154591
UW-Parkside,uwparkside,31153345
Williams Baptist,williamsbaptist,31143621
Louisiana Tech University,LATech,31131608
Pratt Institute,PrattInstitute,30968032
Rose State College,RoseState,30950320
Uni of New England,unetweets,30865460
Rio Salado College,RioSaladoOnline,30761405
University of Tampa,UofTampa,30738290
Adler University,AdlerUniversity,30660943
UT Martin,utmartin,30592108
Sioux Falls Seminary,SFSeminary,30300539
UC Berkeley News,UCBerkeleyNews,30275911
Mt. Hood CC,MtHoodCommunity,30238558
OBU,obunews,30227363
SUNY-ESF,sunyesf,30209813
AU Santa Barbara,antiochsb,30158399
U of Jamestown,JimmieKnight,30139506
LIU Post,LIUPost,30127605
Green River College,GreenRiverCC,30059943
Brazosport College,BCgators,30014492
HighPointUniversity,HighPointU,29996748
IU Southeast,IUSoutheast,29995456
Camden Cty. College,camdencc,29988699
SaintMaryoftheWoods,smwc,29985938
Gadsden State,gadsdenstate,29985660
NUNM,NUNM_EDU,29856791
UNTHSC,UNTHSC,29803896
Southeastern,seuniversity,29800583
Univ. Hawaii at Hilo,UHHilo,29777489
Brenau University,BrenauU,29724741
Presbyterian College,presbycollege,29711841
Mary Hardin-Baylor,UMHB,29629859
FloridaA&MUniversity,FAMU_1887,29556786
IowaWesleyan,IowaWesleyan,29537792
Idaho State U.,IdahoStateU,29526652
Western State Colo U,WesternColoU,29513379
QuinnipiacUniversity,QuinnipiacU,29495727
Mount St. Mary's U,MSMU,29488232
The Wright Institute,wrightinstitute,29476674
Montgomery College,montgomerycoll,29475822
ATSU,ATSU_news,29474489
St Thomas Univ Miami,StThomasUniv,29472540
UVM,uvmvermont,29447794
Univ. of Delaware,UDelaware,29447487
W&J College,wjcollege,29444720
NC Wesleyan College,ncwesleyan,29308211
U of Miss. Med. Ctr.,UMMCnews,29291785
Olivet Nazarene,olivetnazarene,29289768
Asnuntuck,AsnuntuckCC,29241123
Wichita State,WichitaState,29233206
Trinity Washington U,TrinityDC,29226311
College at Brockport,Brockport,29124946
MidAmerica Nazarene,followMNU,28948807
WVU Parkersburg,WVUParkersburg,28794606
